age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences
0.42857142857142855,0.75,0.5,0.0,0.0,0.3333333333333333,0.25,0.5,0.0,0.25,0.25,1.0,0.0
0.2857142857142857,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.25,0.0
0.2857142857142857,0.75,0.75,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.3125
0.2857142857142857,0.75,0.5,0.3333333333333333,0.0,1.0,0.75,1.0,0.25,0.0,0.0,0.25,0.3125
0.5714285714285714,0.25,0.25,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.75,0.5,1.0,0.375
0.14285714285714285,0.25,0.25,0.6666666666666666,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.5,1.0,0.1875
0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.0,0.5,0.0
0.2857142857142857,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.25,0.25,0.15625
0.42857142857142855,1.0,0.75,0.0,0.6666666666666666,0.0,0.75,0.5,0.75,0.0,0.0,1.0,0.0625
0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.75,0.75,0.5,0.25,0.25,1.0,0.0625
0.5714285714285714,0.75,0.5,0.0,0.0,0.0,0.75,1.0,0.75,0.0,0.0,0.75,0.1875
0.14285714285714285,0.75,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.0625
0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0
0.42857142857142855,1.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,1.0,0.09375
0.42857142857142855,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.75,0.5,0.75,0.5,0.5,0.0
0.5714285714285714,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.5,0.5,1.0,0.5
0.42857142857142855,0.5,0.25,0.0,0.3333333333333333,0.0,0.75,0.25,1.0,0.0,0.25,0.0,0.25
0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0
0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.25,0.0,0.125
0.5714285714285714,0.75,0.5,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.125
0.14285714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0
0.42857142857142855,0.5,0.75,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.25,0.5,0.0
0.42857142857142855,0.5,0.25,0.3333333333333333,0.6666666666666666,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.3125
0.2857142857142857,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.5,0.75,0.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0
0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,0.5,0.0
0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.0
0.42857142857142855,0.5,0.5,0.0,0.0,0.3333333333333333,0.75,0.75,0.5,0.25,0.25,0.0,0.8125
0.2857142857142857,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,0.5,1.0,0.5,1.0,0.5,0.0625
0.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,0.25,0.03125
0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.0,0.25,0.25,0.0
0.14285714285714285,0.5,0.5,0.6666666666666666,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.75,0.0
0.42857142857142855,0.25,0.5,0.3333333333333333,0.0,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.3125
0.2857142857142857,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.25,0.5,1.0,0.0
0.2857142857142857,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.25,1.0,0.375
0.14285714285714285,1.0,1.0,0.0,0.6666666666666666,0.0,0.75,0.75,0.5,0.0,0.0,0.75,0.0
0.14285714285714285,0.75,0.75,0.0,0.0,0.0,0.75,1.0,0.75,0.0,0.0,0.75,0.0
0.2857142857142857,1.0,0.75,0.0,0.6666666666666666,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.0
0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.125
0.14285714285714285,0.25,0.25,1.0,1.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0
0.42857142857142855,0.5,0.5,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0
0.14285714285714285,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0
0.42857142857142855,0.75,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.125
0.2857142857142857,1.0,1.0,0.0,0.6666666666666666,0.0,0.75,0.75,0.25,0.0,0.25,0.75,0.0625
0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.125
0.14285714285714285,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.25,0.0625
0.42857142857142855,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.125
0.42857142857142855,0.75,0.75,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.5,0.5,0.1875
0.2857142857142857,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.75,0.75,1.0,1.0,0.5
0.2857142857142857,0.75,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.5,0.75,1.0,0.25
0.14285714285714285,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0625
0.2857142857142857,0.25,0.25,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0
0.14285714285714285,0.25,0.25,0.0,0.0,0.0,0.75,0.75,0.75,0.25,0.25,0.75,0.0625
0.42857142857142855,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.25,0.0,0.0
0.14285714285714285,0.5,0.75,0.3333333333333333,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
0.42857142857142855,0.5,0.25,0.3333333333333333,0.0,0.0,0.75,0.75,0.5,0.0,0.5,1.0,0.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0
0.14285714285714285,0.25,0.25,0.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0
0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0
0.2857142857142857,0.75,0.75,0.0,0.0,0.0,0.75,0.0,0.75,1.0,1.0,0.5,0.25
0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.75,0.75,0.0,0.75,1.0,0.0
0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,1.0,0.5
0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.0
0.14285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.125
0.42857142857142855,0.25,0.25,0.3333333333333333,0.6666666666666666,0.0,0.75,1.0,1.0,0.0,0.25,0.25,0.0
0.42857142857142855,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.0,0.25,0.0
0.2857142857142857,0.5,0.5,0.6666666666666666,0.6666666666666666,0.0,0.75,0.25,0.5,0.0,0.0,0.0,0.25
0.14285714285714285,0.75,0.75,0.0,0.6666666666666666,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.125
0.0,0.25,0.75,0.6666666666666666,0.0,0.0,0.75,0.25,0.75,0.5,1.0,0.5,0.0625
0.42857142857142855,0.25,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.25,0.0,0.25,0.25,0.0625
0.0,0.25,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.09375
0.2857142857142857,0.25,0.5,0.0,0.0,1.0,0.25,0.25,0.25,0.5,0.5,1.0,0.4375
0.14285714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0
0.42857142857142855,1.0,0.75,0.0,0.3333333333333333,0.0,0.5,0.0,0.25,0.0,0.5,0.25,0.0625
0.2857142857142857,0.75,0.5,0.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,1.0,0.0
0.2857142857142857,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.0
0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.5,0.3125
0.2857142857142857,0.25,0.25,0.3333333333333333,0.0,0.3333333333333333,0.75,0.75,0.75,0.0,0.25,1.0,0.0
0.2857142857142857,0.5,0.75,0.3333333333333333,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.25,0.0625
0.2857142857142857,0.75,0.75,0.3333333333333333,1.0,0.3333333333333333,1.0,0.75,1.0,0.5,0.75,1.0,0.0
0.14285714285714285,0.25,0.25,0.0,0.0,0.0,0.5,0.75,0.75,0.5,0.5,0.0,0.125
0.2857142857142857,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.25,0.25,0.25,0.0,0.0
0.42857142857142855,0.75,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.1875
0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.5,0.25,0.15625
0.2857142857142857,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.25,0.5,0.0,1.0
0.2857142857142857,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.5,0.25,0.5,0.75,0.0
0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.1875
0.42857142857142855,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625
0.14285714285714285,0.5,0.5,0.0,0.0,0.3333333333333333,1.0,0.5,0.75,0.0,0.0,1.0,0.375
0.2857142857142857,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.25,0.75,1.0,0.125
0.42857142857142855,0.75,0.75,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.125
0.14285714285714285,0.25,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.25,0.0,0.25,0.75,0.0
0.2857142857142857,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.75,0.5,0.0,0.0,1.0,0.0
0.2857142857142857,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,0.5,0.65625
0.2857142857142857,0.75,0.75,0.3333333333333333,0.6666666666666666,0.0,0.75,0.25,0.25,0.25,0.5,1.0,0.3125
0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.0
0.0,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0
0.2857142857142857,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.0,0.5,0.125
0.2857142857142857,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.25,0.5,0.75,0.1875
0.14285714285714285,1.0,0.75,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.5,0.21875
0.14285714285714285,0.25,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.0
0.14285714285714285,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125
0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.1875
0.2857142857142857,0.5,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0
0.5714285714285714,0.5,0.75,0.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.25,0.0,0.25,1.0,0.125
0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.5,0.0
0.7142857142857143,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.5,0.0,0.25,0.25,0.25
0.14285714285714285,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.5,0.25,0.0,0.0,1.0,0.125
0.14285714285714285,0.5,0.25,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.0
0.14285714285714285,0.5,0.25,0.3333333333333333,0.0,0.0,0.25,0.75,0.5,0.25,0.5,0.75,0.125
0.2857142857142857,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,1.0,0.0,0.25,1.0,0.0
0.2857142857142857,0.5,0.5,0.0,1.0,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.0625
0.2857142857142857,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0
0.42857142857142855,0.25,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.75,0.25,0.75,0.5,0.0
0.42857142857142855,0.25,0.25,0.3333333333333333,0.0,0.0,0.5,0.5,0.25,0.0,0.25,0.5,0.0625
0.5714285714285714,0.25,0.25,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.5,0.25,0.0
0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.125
0.42857142857142855,0.75,0.5,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,1.0,0.0,1.0,0.3125
0.14285714285714285,0.5,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.0
0.2857142857142857,0.25,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.125
0.0,0.75,0.75,0.3333333333333333,0.0,0.0,0.75,0.5,0.5,0.25,0.75,0.5,0.34375
0.14285714285714285,0.5,0.5,0.3333333333333333,0.0,0.0,0.25,0.5,0.5,0.25,0.25,0.25,0.125
0.0,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.75,0.75,0.25,0.5,1.0,0.125
0.42857142857142855,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,0.5
0.14285714285714285,0.25,0.25,0.0,0.3333333333333333,0.0,1.0,0.75,0.5,0.25,0.0,0.25,0.0
0.2857142857142857,0.5,0.25,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.25,0.25,0.25,1.0,0.25
0.2857142857142857,1.0,0.5,0.0,0.6666666666666666,0.0,0.75,0.5,0.75,0.0,0.5,1.0,0.0625
0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.125
0.2857142857142857,0.25,0.25,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0625
0.14285714285714285,0.25,0.75,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.0,0.75,0.25,0.0625
0.14285714285714285,0.5,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,1.0,0.0
0.42857142857142855,0.25,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,0.25,0.5,1.0,0.28125
0.14285714285714285,0.25,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,0.5,0.0
0.14285714285714285,0.75,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,1.0,0.125
0.42857142857142855,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.25,0.75,0.0
0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0
0.14285714285714285,0.75,1.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.75,1.0,0.0,0.25,1.0,0.125
0.42857142857142855,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,0.25,0.0
0.2857142857142857,0.5,0.5,1.0,0.0,0.0,0.75,0.75,1.0,1.0,1.0,0.75,0.0625
0.5714285714285714,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.75,0.0,0.75,0.0,0.0
0.14285714285714285,0.75,1.0,0.6666666666666666,0.0,0.3333333333333333,0.5,0.75,1.0,0.25,0.75,0.25,0.125
0.14285714285714285,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,0.25,0.25,0.75,0.5,0.25,0.0
0.2857142857142857,0.5,0.25,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
0.14285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.5,1.0,0.0,0.75,1.0,0.03125
0.42857142857142855,0.75,0.25,0.3333333333333333,0.0,0.0,0.5,0.5,0.75,0.75,1.0,0.75,0.0625
0.14285714285714285,0.5,0.75,0.6666666666666666,0.3333333333333333,0.0,0.75,1.0,0.75,0.0,0.25,0.0,0.0625
0.5714285714285714,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.5,0.0,0.25,1.0,0.0
0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,1.0,0.0625
0.2857142857142857,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,1.0,1.0,0.0,0.5,0.25,0.0
0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.25,1.0,0.75,0.25
0.2857142857142857,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,0.75,1.0,0.0,0.25,1.0,0.0
0.14285714285714285,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.5,0.0
0.42857142857142855,1.0,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0
0.14285714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.25,0.25,0.1875
0.5714285714285714,0.75,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,0.5,0.125
0.42857142857142855,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.25,0.75,0.0,0.25,0.75,0.0625
0.2857142857142857,0.0,0.25,0.3333333333333333,0.0,0.0,0.25,0.75,0.75,0.5,1.0,1.0,0.15625
0.14285714285714285,0.25,0.25,1.0,0.6666666666666666,0.0,0.75,0.75,0.5,0.0,0.0,1.0,0.0625
0.14285714285714285,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.1875
0.2857142857142857,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.0
0.0,0.5,0.25,0.6666666666666666,0.6666666666666666,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.0
0.14285714285714285,0.25,0.5,0.0,0.6666666666666666,0.0,0.75,0.5,0.75,0.0,0.0,0.5,0.15625
